ID,slug,name,short_description,long_description,seo_description,base_spirit,category_primary,categories_all,tags,image_url,image_alt,glassware,garnish,technique,difficulty,flavor_strength,flavor_sweetness,flavor_tartness,flavor_bitterness,flavor_aroma,flavor_texture,notes,fun_fact,fun_fact_source,metadata_json,ingredients,instructions,,,,
mw_caribou_lou_001,caribou-lou,Caribou Lou,"A high-octane party punch of 151 rum, coconut rum, and pineapple.","The Caribou Lou is a modern party icon defined by its specific, high-proof structure: 151-proof rum, coconut rum, and pineapple juice. Despite the aggressive alcohol content of the overproof rum, the coconut rum and pineapple mask the burn effectively, creating a 'creeper' cocktail. It is sweet, tropical, and notoriously potent. While not a 'craft' cocktail, it is widely recognized in American pop culture.","Build a Caribou Lou with 151 rum, coconut rum, and pineapple juice.",Rum,Highball,modern|party|high-abv|pop-culture,151-rum|coconut-rum|pineapple|strong|sweet,,A Caribou Lou in a highball glass with a pineapple wedge.,Highball glass,pineapple wedge,Build,Easy,9,7,4,1,6,5,"The ratio is famously 1.5 parts 151, 1 part Malibu, and 5 parts pineapple, though bars often adjust for safety.","The drink was immortalized by rapper Tech N9ne in his 2006 Platinum single 'Caribou Lou,' which functions as an instructional guide to making the drink.",Tech N9ne lyrics; RIAA certification,{},1.5 oz 151-proof rum|1 oz coconut rum|5 oz pineapple juice,"1. Fill a shaker with ice. 2. Add 151 rum, coconut rum, and pineapple juice. 3. Shake well. 4. Strain into a highball glass over fresh ice. 5. Garnish with a pineapple wedge.",,,,
mw_coconut_martini_001,coconut-martini,Coconut Martini,A sleek dessert martini pairing coconut rum with vanilla vodka.,"The Coconut Martini is a refined, spirit-forward dessert drink that pairs coconut rum with vanilla vodka and a splash of cream of coconut. It presents the flavor profile of a coconut macaroon or meringue in a stemmed glass. Unlike the Piña Colada, it lacks the acidity of pineapple, focusing entirely on the interplay of toasted coconut and vanilla. It is often rimmed with shredded coconut for texture and aroma.",Shake a Coconut Martini with coconut rum and vanilla vodka.,Coconut Rum,Dessert,modern-classic|dessert|coconut|elegant,coconut-rum|vanilla-vodka|coconut|after-dinner,,A Coconut Martini in a coupe rimmed with shredded coconut.,Coupe,shredded coconut rim,Shake,Easy,5,7,1,1,8,7,Toast the coconut for the rim to add a nutty aroma that balances the sweetness of the liqueurs.,"This drink emerged in the early 2000s 'Martini' craze, becoming a standard offering in steakhouses and upscale lounges as a lighter alternative to chocolate martinis.",Modern cocktail menus; Difford's Guide,{},1.5 oz vanilla vodka|1.5 oz coconut rum|0.5 oz cream of coconut (optional for texture),1. Rim a chilled coupe with simple syrup and shredded coconut. 2. Add vodkas and cream of coconut to a shaker with ice. 3. Shake vigorously. 4. Strain into the prepared glass.,,,,
mw_sherry_cobbler_001,sherry-cobbler,Sherry Cobbler,"A refreshing 19th-century cooler of sherry, sugar, and fruit over crushed ice.","The Sherry Cobbler is one of the most influential cocktails in history, directly responsible for popularizing the drinking straw and the use of ice in drinks. It combines the nuttiness of sherry (typically Amontillado or Oloroso) with sugar and fresh fruit, served over a mountain of crushed ice. The dilution from the ice mellows the wine, making it an incredibly hydrating and sessionable drink. It is traditionally decorated elaborately with berries, citrus wheels, and mint.","Make a classic Sherry Cobbler with sherry, sugar, and fresh fruit over crushed ice.",Sherry,Cobbler,classic|cobbler|low-abv|wine|historic,sherry|fruit|crushed-ice|summer|low-abv,,A Sherry Cobbler in a metal cup or goblet piled high with crushed ice and fruit.,Goblet,mint sprig|orange slice|berries,Shake,Easy,3,5,3,1,6,9,Use a straw; it is mechanically necessary to drink through the crushed ice.,The Sherry Cobbler was the most popular drink in America in the late 1800s and introduced the concept of the 'straw' to the general public.,"David Wondrich, Imbibe!; The Atlantic",{},3.5 oz Amontillado or Oloroso sherry|0.5 oz simple syrup|2-3 orange slices,"1. Muddle orange slices and syrup gently in a shaker. 2. Add sherry and ice. 3. Shake well. 4. Strain into a goblet or julep cup filled with crushed ice. 5. Garnish lavishly with mint, berries, and more citrus.",,,,
mw_garibaldi_001,garibaldi,Garibaldi,A two-ingredient Italian highball of Campari and fluffy orange juice.,"The Garibaldi is a testament to the power of texture, transforming two common ingredients—Campari and orange juice—into a sophisticated aperitivo. The key is aerating the orange juice (traditionally 'fluffed' via high-speed blending) to create a velvety, mousse-like mouthfeel that softens the Campari's bitterness. It represents the unification of north (Campari from Milan) and south (oranges from Sicily). It is refreshing, bittersweet, and visually striking with its thick orange foam.",Build a Garibaldi with Campari and aerated orange juice for a textured aperitivo.,Campari,Highball,classic|highball|aperitivo|low-abv|italian,campari|orange|bitter|brunch|low-abv,,A Garibaldi in a highball glass with a thick frothy head and orange wedge.,Highball glass,orange wedge,Build,Easy,4,6,4,6,7,8,Juice the oranges immediately before serving and blend at high speed for 10 seconds to achieve the signature fluffiness.,"Named after Giuseppe Garibaldi, the general who unified Italy, symbolizing the blend of northern bitters and southern citrus.",Italian history archives; Dante NYC,{},1.5 oz Campari|4 oz fresh 'fluffy' orange juice,1. Froth the orange juice using a stick blender or high-speed blender (without ice). 2. Fill a highball glass with ice. 3. Add Campari. 4. Top with the frothy orange juice. 5. Stir gently to mix. 6. Garnish with an orange wedge.,,,,
mw_bicicletta_001,bicicletta,Bicicletta,"A dry, crisp Italian spritz of Campari and white wine.","The Bicicletta (or 'Bicycle') is a drier, wine-forward alternative to the Aperol Spritz. It pairs the bitter punch of Campari with a dry white wine (like Pinot Grigio) rather than sweet Prosecco, finished with a splash of soda. This creates a crisper, more savory profile that is less sugary and more refreshing in high heat. It is a staple of Northern Italian café culture, named for the wobbly ride home after a few rounds.","Build a Bicicletta with Campari, dry white wine, and soda.",Campari,Highball,classic|aperitivo|spritz|low-abv|italian,campari|white-wine|soda|bitter|summer,,A Bicicletta in a wine glass with ice and a lemon wheel.,Wine glass,lemon wheel,Build,Easy,4,3,4,6,6,4,"Use a crisp, acidic Italian white wine like Pinot Grigio or Soave to cut the bitterness.",The name allegedly refers to old Italian men who would wobble on their bicycles after drinking these at the local piazza café.,Italian drinking folklore; PunchDrink,{},2 oz Campari|3 oz dry white wine (Pinot Grigio)|Soda water to top,1. Fill a wine glass with ice. 2. Add Campari and white wine. 3. Top with a splash of soda water. 4. Stir gently. 5. Garnish with a lemon wheel.,,,,
mw_chrysanthemum_001,chrysanthemum,Chrysanthemum,"A sophisticated, herbal low-ABV stirred cocktail from the 1920s.","The Chrysanthemum is an elegant stirred cocktail that uses dry vermouth as the base spirit, fortified with the honeyed herbs of Bénédictine and the anise of absinthe. Despite having no hard liquor base, it is complex, aromatic, and full-bodied. It showcases how vermouth can stand as a protagonist rather than just a modifier. It is a floral, spring-like sipper that was popular on transatlantic cruise liners.","Stir a Chrysanthemum with dry vermouth, Bénédictine, and absinthe.",Vermouth,Spirit-Forward,classic|spirit-forward|low-abv|herbal|savoy,dry-vermouth|benedictine|absinthe|vintage|floral,,A Chrysanthemum in a coupe with an orange twist.,Coupe,orange twist,Stir,Moderate,4,4,2,2,8,6,"Ensure the dry vermouth is fresh; as the primary ingredient, oxidized wine will ruin the drink.","The recipe was popularized by Harry Craddock in the *Savoy Cocktail Book* (1930), highlighting the era's appreciation for lower-proof, aromatic drinks.",Savoy Cocktail Book,{},2 oz dry vermouth|1 oz Bénédictine|3 dashes absinthe,1. Add all ingredients to a mixing glass with ice. 2. Stir until well chilled. 3. Strain into a chilled coupe. 4. Garnish with an orange twist.,,,,
mw_coronation_001,coronation,Coronation,"A nutty, aromatic stirred cocktail of sherry and dry vermouth.","The Coronation is a classic aperitif that reads like a lower-proof Martini. It splits the base between Fino sherry and dry vermouth, modified with maraschino liqueur and orange bitters. The result is bone-dry, saline, and savory, with a nutty oxidized character from the sherry. It is an intellectual sipper, perfect for stimulating the appetite without dulling the senses.","Stir a Coronation with Fino sherry, dry vermouth, and maraschino.",Sherry,Spirit-Forward,classic|spirit-forward|low-abv|aperitif|savoy,sherry|vermouth|maraschino|dinner|dry,,A Coronation in a Nick & Nora glass with a lemon twist.,Nick and Nora glass,lemon twist,Stir,Moderate,4,2,2,2,7,5,Use Fino or Manzanilla sherry for the crispest profile; darker sherries will make it too heavy.,"Created to celebrate the coronation of King Edward VII in 1902, making it a literal celebratory cocktail.",Vintage cocktail archives; Imbibe,{},2 oz Fino sherry|1 oz dry vermouth|0.25 oz maraschino liqueur|2 dashes orange bitters,1. Add all ingredients to a mixing glass with ice. 2. Stir until well chilled. 3. Strain into a chilled Nick & Nora glass. 4. Garnish with a lemon twist.,,,,
mw_kir_001,kir,Kir,"A simple, elegant French aperitif of white wine and blackcurrant liqueur.","The Kir is the foundational French aperitif, combining dry acidic white wine (traditionally Aligoté) with the dark berry sweetness of crème de cassis. Unlike the Kir Royale (made with Champagne), the still wine version is more humble and widely consumed in French homes and cafés. The cassis creates a beautiful reddish-purple hue and softens the wine's acidity. It is a study in two-ingredient balance.",Build a Kir with dry white wine and crème de cassis.,Wine,Aperitif,classic|aperitif|wine|french|low-abv,white-wine|cassis|french|dinner|easy,,A Kir in a wine glass showing a soft purple gradient.,Wine glass,no garnish,Build,Easy,3,4,5,1,5,4,"Put the cassis in the glass first, then pour the wine; this helps them mix without needing to stir aggressively.","Named after Félix Kir, the mayor of Dijon and hero of the French Resistance, who promoted the drink to showcase the region's two main products: white wine and blackcurrants.",Dijon city history; Difford's Guide,{},0.5 oz crème de cassis|5 oz dry white wine (Aligoté or Sauvignon Blanc),1. Pour crème de cassis into a wine glass. 2. Top with chilled white wine. 3. Serve immediately (no ice).,,,,
mw_rebujito_001,rebujito,Rebujito,"A refreshing Andalusian mix of sherry, lemon-lime soda, and mint.","The Rebujito is the staple drink of the the Ferias (fairs) in Southern Spain, offering a lighter, more refreshing alternative to Sangria. It mixes salty, dry Manzanilla sherry with sweet lemon-lime soda (like 7-Up or Sprite) and plenty of fresh mint. The result is a crushable, effervescent highball that cuts through the heat of an Andalusian summer. It is low in alcohol but high in hydration and flavor.","Build a Rebujito with Manzanilla sherry, soda, and mint.",Sherry,Highball,classic|highball|low-abv|spanish|summer,sherry|soda|mint|spanish|festival,,A Rebujito in a highball glass with mint and a lemon wheel.,Highball glass,mint sprig|lemon wheel,Build,Easy,3,5,4,1,6,5,"Do not muddle the mint; just slap it to release oils, keeping the drink crisp and clean.","While relatively modern compared to sherry itself, it has completely supplanted other mixed drinks at the Seville April Fair due to its refreshing nature.",Andalusian culture archives; PunchDrink,{},2 oz Manzanilla sherry|4 oz lemon-lime soda (Sprite or 7Up)|Fresh mint sprig,1. Fill a highball glass with ice. 2. Add sherry and soda. 3. Stir gently. 4. Slap a sprig of mint to release aromatics and add to the glass. 5. Garnish with a lemon wheel.,,,,
mw_vermouth_cocktail_001,vermouth-cocktail,Vermouth Cocktail,A 19th-century classic showcasing sweet vermouth as the primary spirit.,"The Vermouth Cocktail is a relic of the era when vermouth was drunk neat or with minimal modification. It treats sweet vermouth as the base spirit, stirring it with Angostura bitters and a touch of maraschino or curaçao. It brings out the complex botanicals of the fortified wine—vanilla, wormwood, and spices—that are often lost when mixed with whiskey. It is a gentle, aromatic aperitif.",Stir a Vermouth Cocktail with sweet vermouth and bitters.,Vermouth,Aperitif,classic|aperitif|low-abv|vermouth|historic,vermouth|bitters|maraschino|dinner|easy,,A Vermouth Cocktail in a chilled coupe with a lemon twist.,Coupe,lemon twist,Stir,Easy,3,5,2,4,7,5,"Dilution is key; because vermouth is lower proof than whiskey, be careful not to over-dilute with wet ice.","This was one of the first 'cocktails' (spirit, sugar, water, bitters) to use a wine base, appearing in manuals as early as 1869.","Coolidge, 1869; Wondrich, Imbibe!",{},2.5 oz sweet vermouth (Italian style)|2 dashes Angostura bitters|1 dash Maraschino liqueur (optional),"1. Add vermouth, bitters, and maraschino to a mixing glass with ice. 2. Stir well to chill. 3. Strain into a chilled coupe. 4. Garnish with a lemon twist.",,,,
mw_michelada_001,michelada,Michelada,"A savory, spicy Mexican beer cocktail with lime and sauces.","The Michelada is a savory beer cocktail that functions as a refresher and a restorative. It dresses up a light Mexican lager with fresh lime juice and a custom blend of savory sauces (Worcestershire, soy, Maggi, hot sauce), served in a glass with a salted chili rim. It is essentially a Bloody Mary made with beer instead of tomato juice (though 'Michelada Cubana' versions add tomato). It is savory, tart, effervescent, and umami-rich.","Build a Michelada with Mexican lager, lime, and savory sauces.",Beer,Highball,classic|beer|savory|mexican|spicy,beer|lime|hot-sauce|savory|brunch,,A Michelada in a pint glass with a red chili-salt rim.,Pint glass,lime wedge|Tajín rim,Build,Easy,3,1,7,2,6,5,Adjust the hot sauce and savory seasonings to taste; there is no single 'correct' ratio.,"The name is a contraction of 'mi chela helada' (my cold beer), reflecting its function as the ultimate way to dress up a cold lager.",Mexican culinary history; Imbibe,{},12 oz Mexican lager (Modelo or Pacifico)|1 oz fresh lime juice|2 dashes Worcestershire sauce|2 dashes hot sauce (Tabasco or Cholula)|1 dash Maggi seasoning or soy sauce|Tajín or salt for rim,1. Rim a pint glass with lime and Tajín (or salt). 2. Fill the glass with ice. 3. Add lime juice and sauces. 4. Pour the beer slowly over the ice. 5. Stir gently to combine. 6. Garnish with a lime wedge.,,,,
mw_old_hickory_001,old-hickory,Old Hickory,A stirred vermouth blend created as a low-ABV homage to Andrew Jackson.,"The Old Hickory is a sophisticated low-ABV cocktail that blends equal parts dry and sweet vermouth, seasoned with both orange and Peychaud's bitters. It drinks like a lighter, wine-based Manhattan, offering complexity from the interplay of the two vermouth styles. It is named after Andrew Jackson ('Old Hickory') and dates back to the turn of the 20th century. It is a perfect sessionable sipping drink for those who love stirred cocktails.",Stir an Old Hickory with dry and sweet vermouth.,Vermouth,Spirit-Forward,classic|spirit-forward|low-abv|vermouth|historic,dry-vermouth|sweet-vermouth|bitters|dinner|easy,,An Old Hickory in a coupe with a lemon twist.,Coupe,lemon twist,Stir,Easy,4,4,2,3,7,5,Use high-quality vermouths (like Dolin and Carpano) since there is no spirit to hide behind.,"The drink serves as a lighter alternative to the Bamboo or Adonis, notable for using Peychaud's bitters which gives it a slight creole aromatic lift.",Vintage bar manuals; PunchDrink,{},1.5 oz dry vermouth|1.5 oz sweet vermouth|2 dashes orange bitters|2 dashes Peychaud's bitters,1. Add both vermouths and bitters to a mixing glass with ice. 2. Stir until well chilled. 3. Strain into a chilled coupe. 4. Garnish with a lemon twist.,,,,
mw_monkey_gland_001,monkey-gland,Monkey Gland,A Prohibition-era sour masking absinthe with orange and grenadine.,"The Monkey Gland is a historic sour that uses the sweetness of grenadine and orange juice to tame the anise punch of an absinthe rinse. While the name refers to a bizarre 1920s pseudo-scientific longevity treatment, the drink itself is a sophisticated, fruity gin cocktail. It balances the botanical heat of London Dry gin with a soft, confectionary finish. It is a staple of the Harry's New York Bar canon in Paris.","Shake a Monkey Gland with gin, orange juice, absinthe, and grenadine.",Gin,Sour,classic|sour|fruity|prohibition|paris,gin|orange|absinthe|grenadine|historic,,A Monkey Gland in a chilled coupe with an orange twist.,Coupe,orange twist,Shake,Moderate,6,5,4,2,7,6,Use fresh orange juice and high-quality pomegranate grenadine; artificial syrup makes this drink cloying.,Named after Dr. Serge Voronoff's controversial experiment of grafting monkey testicle tissue into humans to achieve longevity—a sensation in 1920s Paris.,"Harry MacElhone, Harry's ABC; PunchDrink",{},2 oz gin|1 oz fresh orange juice|0.25 oz grenadine|Absinthe for rinse,"1. Rinse a chilled coupe with absinthe and discard excess. 2. Add gin, orange juice, and grenadine to a shaker with ice. 3. Shake well. 4. Strain into the prepared glass. 5. Garnish with an orange twist.",,,,
mw_alaska_001,alaska,Alaska,"A golden, herbal martini riff featuring Yellow Chartreuse.","The Alaska is a spirit-forward variation of the Martini that swaps dry vermouth for Yellow Chartreuse. This substitution adds honeyed, herbal, and saffron notes to the gin, creating a drink that is colder and more golden than the original. It is often dashed with orange bitters to bridge the gap between the piney gin and the liqueur. The drink is potent and aromatic, representing the 'Golden Age' of cocktail experimentation.",Stir an Alaska cocktail with gin and Yellow Chartreuse.,Gin,Spirit-Forward,classic|spirit-forward|herbal|savoy|martini-family,gin|yellow-chartreuse|bitters|stirred|golden,,An Alaska in a Nick & Nora glass with a lemon twist.,Nick and Nora glass,lemon twist,Stir,Easy,8,3,1,2,8,7,Yellow Chartreuse is milder and sweeter than Green; using Green Chartreuse makes a completely different drink (the Jewel).,"Despite the cold name, the drink likely originated in South Carolina before being immortalized in the *Savoy Cocktail Book* as a cooling drink for high society.",Savoy Cocktail Book; Imbibe,{},1.5 oz gin|0.5 oz Yellow Chartreuse|1 dash orange bitters,"1. Add gin, Yellow Chartreuse, and bitters to a mixing glass with ice. 2. Stir until very cold. 3. Strain into a chilled Nick & Nora glass. 4. Garnish with a lemon twist.",,,,
mw_bijou_001,bijou,Bijou,"A complex, jewel-toned trio of gin, sweet vermouth, and Green Chartreuse.","The Bijou (French for 'Jewel') is a rich, herbal cocktail named for the colors of its components: gin for diamond, sweet vermouth for ruby, and Green Chartreuse for emerald. It drinks like a heavy, herbal Negroni, with a thick mouthfeel and intense aromatic profile. It is a slow-sipping classic that showcases the power of Chartreuse when used in equal (or near-equal) measure. It dates back to the 1890s but found new life in the modern craft revival.","Stir a Bijou cocktail with gin, vermouth, and Green Chartreuse.",Gin,Spirit-Forward,classic|spirit-forward|herbal|complex|pre-prohibition,gin|sweet-vermouth|green-chartreuse|bitters|jewel,,A Bijou in a coupe with a lemon twist and cherry.,Coupe,lemon twist|cherry,Stir,Moderate,9,4,1,3,9,8,The traditional 1:1:1 ratio can be overwhelming; modern palates often prefer a 1.5:1:1 or 2:1:1 ratio to let the gin shine.,"The drink's name specifically references the jewels represented by the ingredients: diamond (gin), ruby (vermouth), and emerald (Chartreuse).",Harry Johnson's Bartenders' Manual (1900),{},1.5 oz gin|1 oz sweet vermouth|1 oz Green Chartreuse|1 dash orange bitters,1. Add ingredients to a mixing glass with ice. 2. Stir well to chill and dilute. 3. Strain into a chilled coupe. 4. Garnish with a lemon twist and cherry.,,,,
mw_gin_rickey_001,gin-rickey,Gin Rickey,"A bone-dry, sugar-free highball of gin, lime, and soda.","The Gin Rickey is the definition of a dry heat-wave cooler. Unlike the Collins, which contains sugar, the Rickey relies entirely on the interplay between the botanical gin, tart lime, and mineral soda water. It was originally made with bourbon, but the gin variation became the global standard for refreshing, non-sweet highballs. It is traditionally served with the spent lime shell in the glass to continue releasing oils.","Build a Gin Rickey with gin, lime, and soda water.",Gin,Highball,classic|highball|dry|sugar-free|summer,gin|lime|soda|low-calorie|historic,,A Gin Rickey in a highball glass with a lime half-shell submerged.,Highball glass,lime half-shell,Build,Easy,4,0,7,2,5,3,Squeeze the lime half and drop the entire shell into the glass; the rind's oils are essential to the flavor profile.,"The drink was created at Shoomaker's bar in Washington D.C. in the 1880s for lobbyist Colonel Joe Rickey, famously a 'sugar-hater'.","Washington D.C. archives; Wondrich, Imbibe!",{},2 oz gin|0.5 oz fresh lime juice|4 oz soda water,1. Fill a highball glass with ice. 2. Squeeze the lime juice into the glass and drop in the shell. 3. Add gin. 4. Top with soda water and stir briefly.,,,,
mw_fitzgerald_001,fitzgerald,Fitzgerald,A modern classic Gin Sour defined by the addition of Angostura bitters.,"The Fitzgerald is a modern classic that essentially fixes the Gin Sour by adding Angostura bitters. This small addition provides a cinnamon-clove depth that anchors the lemon and sugar, preventing the drink from tasting like simple lemonade. It serves as the 'sour' counterpart to the 'spirit-forward' Gin Old Fashioned. It is widely considered the best way to serve a shaken gin drink without egg white.","Shake a Fitzgerald with gin, lemon, sugar, and bitters.",Gin,Sour,modern-classic|sour|simple|dinner,gin|lemon|bitters|easy|refreshing,,A Fitzgerald in a rocks glass with a lemon wedge.,Old-fashioned glass,lemon wedge,Shake,Easy,5,4,6,2,6,5,"Named after author F. Scott Fitzgerald, fitting for a drink that feels like a Jazz Age classic despite being created in the 1990s.",Created by Dale DeGroff at the Rainbow Room in New York in the 1990s to give a name to a requested 'Gin Sour with bitters.',"Dale DeGroff, The Craft of the Cocktail",{},2 oz gin|1 oz fresh lemon juice|0.75 oz simple syrup|2 dashes Angostura bitters,1. Add all ingredients to a shaker with ice. 2. Shake well. 3. Strain into a rocks glass filled with fresh ice. 4. Garnish with a lemon wedge.,,,,
mw_bronx_001,bronx,Bronx,A historic 'perfect' martini lengthened with fresh orange juice.,"The Bronx was the Cosmopolitan of the pre-Prohibition era—the first cocktail to popularize the use of fruit juice in a martini-style build. It combines gin with both sweet and dry vermouth (a 'perfect' base) and fresh orange juice. The result is a soft, low-acid drink that bridges the gap between an aperitif and a fruit cocktail. While it fell out of fashion for decades, it remains a critical piece of cocktail history.","Shake a Bronx cocktail with gin, two vermouths, and orange juice.",Gin,Aperitif,classic|aperitif|fruit|pre-prohibition|martini-family,gin|sweet-vermouth|dry-vermouth|orange|historic,,A Bronx cocktail in a coupe with an orange twist.,Coupe,orange twist,Shake,Easy,5,4,3,1,5,5,Use freshly squeezed orange juice; bottled juice makes this drink taste flat and muddy.,"In the early 1900s, the Bronx was so popular that it was widely considered the primary rival to the Manhattan and Martini.",New York Times archives (1930s); Imbibe,{},2 oz gin|0.25 oz sweet vermouth|0.25 oz dry vermouth|1 oz fresh orange juice,1. Add all ingredients to a shaker with ice. 2. Shake well to chill and aerate. 3. Strain into a chilled coupe. 4. Garnish with an orange twist.,,,,
mw_turf_club_001,turf-club,Turf Club,"A dry, sophisticated martini riff with maraschino and absinthe.","The Turf Club is an Old School martini variation that dates back to the 1880s. It modifies the gin and dry vermouth base with small measures of maraschino liqueur, absinthe, and orange bitters. These additions dry out the drink further while adding nutty and anise notes, creating a profile that is much more complex than a standard Dry Martini. It is the definition of a 'bartender's martini'.","Stir a Turf Club with gin, dry vermouth, and maraschino.",Gin,Spirit-Forward,classic|spirit-forward|martini-family|complex|historic,gin|vermouth|maraschino|absinthe|bitters,,A Turf Club in a Nick & Nora glass with a lemon twist.,Nick and Nora glass,lemon twist,Stir,Moderate,8,2,1,2,7,7,The 'Turf Club' name was used for several different recipes; the 1884 version with maraschino and absinthe is the most enduring.,"Named after the famous Turf Club gentlemen's society in New York, a hub for horse racing enthusiasts and drinkers in the Gilded Age.","George Winter, 1884; Wondrich",{},2 oz gin|1 oz dry vermouth|0.25 oz maraschino liqueur|2 dashes absinthe|2 dashes orange bitters,1. Add all ingredients to a mixing glass with ice. 2. Stir until very cold. 3. Strain into a chilled Nick & Nora glass. 4. Garnish with a lemon twist.,,,,
mw_lucien_gaudin_001,lucien-gaudin,Lucien Gaudin,"A refined, orange-laced variation of the Negroni with dry vermouth.","The Lucien Gaudin is a French answer to the Negroni that replaces sweet vermouth with dry vermouth and adds Cointreau. This shift creates a lighter, drier, and more orange-focused drink that retains the bitter spine of Campari. It is less syrupy than a Negroni, making it an excellent aperitif for those who find the Italian original too heavy. It balances bitter, dry, and sweet citrus notes perfectly.","Stir a Lucien Gaudin with gin, Campari, Cointreau, and dry vermouth.",Gin,Spirit-Forward,classic|spirit-forward|bitter|french|negroni-riff,gin|campari|cointreau|dry-vermouth|bitter,,A Lucien Gaudin in a coupe with an orange twist.,Coupe,orange twist,Stir,Moderate,7,4,2,5,7,7,High-proof gin works best here to cut through the two liqueurs and the Campari.,"Named after a famous French fencer who won gold medals at the 1924 and 1928 Olympics, reflecting the drink's sharp, precise nature.",French Olympic history; PunchDrink,{},1.5 oz gin|0.5 oz Campari|0.5 oz Cointreau|0.5 oz dry vermouth,1. Add all ingredients to a mixing glass with ice. 2. Stir until well chilled. 3. Strain into a chilled coupe. 4. Garnish with an orange twist.,,,,
mw_royal_bermuda_yacht_club_001,royal-bermuda-yacht-club,Royal Bermuda Yacht Club,A tropical tiki-style gin sour with falernum and Cointreau.,"The Royal Bermuda Yacht Club is a rare example of a tiki-adjacent drink that uses gin instead of rum. It pairs the spirit with velvet falernum (a spiced lime cordial) and Cointreau, creating a profile that is spicy, citrusy, and refreshing. It shares DNA with the Daiquiri but offers the botanical complexity of gin. It was popularized by Trader Vic, proving that gin has a place in tropical mixology.","Shake a Royal Bermuda Yacht Club with gin, falernum, and Cointreau.",Gin,Sour,classic|sour|tiki-adjacent|tropical|spiced,gin|falernum|cointreau|lime|tropical,,A Royal Bermuda Yacht Club in a coupe with a lime wheel.,Coupe,lime wheel,Shake,Moderate,6,5,5,1,7,6,"If you cannot find velvet falernum, a high-quality almond or ginger syrup is a poor substitute; the clove-lime note of falernum is essential.","While originating at the actual Yacht Club in Bermuda, the recipe became famous globally after appearing in Trader Vic's 1947 *Bartender's Guide*.","Trader Vic, 1947",{},2 oz gin|0.5 oz velvet falernum|0.25 oz Cointreau|0.75 oz fresh lime juice,1. Add all ingredients to a shaker with ice. 2. Shake vigorously to chill. 3. Strain into a chilled coupe. 4. Garnish with a lime wheel.,,,,
mw_gibb_cocktail_001,gibb-cocktail,Gibb Cocktail,"A dry, crisp mix of gin, dry vermouth, and grapefruit juice.","The Gibb Cocktail is a forgotten gem that acts as a drier, sharper cousin to the Bronx. It combines gin and dry vermouth with fresh grapefruit juice (rather than orange), creating a profile that is bracingly tart and savory. It appeals to drinkers who find orange juice too sweet in cocktails. It is lean, aromatic, and distinctly pre-Prohibition in style.","Shake a Gibb Cocktail with gin, dry vermouth, and grapefruit.",Gin,Aperitif,classic|aperitif|citrus|pre-prohibition|dry,gin|dry-vermouth|grapefruit|tart|savory,,A Gibb Cocktail in a cocktail glass with a grapefruit twist.,Cocktail glass,grapefruit twist,Shake,Easy,5,3,6,2,6,4,Use white or pink grapefruit juice; ruby red may be too sweet for the intended dryness.,The drink appears in the *Savoy Cocktail Book* but remains obscure compared to its orange-juice counterparts.,Savoy Cocktail Book,{},1.5 oz gin|1.5 oz dry vermouth|1 oz fresh grapefruit juice,1. Add all ingredients to a shaker with ice. 2. Shake well. 3. Strain into a chilled cocktail glass. 4. Garnish with a grapefruit twist.,,,,
mw_poets_dream_001,poets-dream,Poet's Dream,"A sophisticated, herbal martini variation with Bénédictine.","The Poet's Dream is an elegant riff on the Dry Martini that swaps a portion of the vermouth for Bénédictine. This introduces honey, herbs, and spices to the juniper base, creating a drink that is aromatic and contemplative. Unlike the Alaska, it retains the dry vermouth, keeping the profile closer to a fortified wine cocktail than a liqueur drink. It is a smooth, spirit-forward sipper.","Stir a Poet's Dream with gin, dry vermouth, and Bénédictine.",Gin,Spirit-Forward,classic|spirit-forward|herbal|martini-family|literary,gin|dry-vermouth|benedictine|orange-bitters|dinner,,A Poet's Dream in a Nick & Nora glass with a lemon twist.,Nick and Nora glass,lemon twist,Stir,Moderate,8,3,1,2,7,7,Express the lemon oils over the drink to brighten the heavy herbal notes of the Bénédictine.,"The drink won a cocktail competition in London in 1935, capturing the romanticism of the pre-war era.",Café Royal Cocktail Book (1937),{},2 oz gin|0.75 oz dry vermouth|0.25 oz Bénédictine|2 dashes orange bitters,1. Add all ingredients to a mixing glass with ice. 2. Stir until very cold. 3. Strain into a chilled Nick & Nora glass. 4. Garnish with a lemon twist.,,,,
